Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Old_Dialogue_ID,Old_Utterance_ID,Season,Episode,StartTime,EndTime
Okay uh narrowed Raymond Ben Kyle Joey The rest thank much,The Casting Director,4,neutral,57,0,26,4,5,18,"00:09:55,219","00:10:02,976"
Yes I knew Bye-bye So long Later,Ross,3,positive,57,1,26,5,5,18,"00:10:03,144","00:10:13,403"
Actually ca n't happen,The Casting Director,4,neutral,57,3,26,8,5,18,"00:10:18,743","00:10:20,243"
Yeah different looks 're putting Raymond Kyle Ben,The Casting Director,4,neutral,57,4,26,9,5,18,"00:10:20,411","00:10:25,665"
So 'll either two two,The Casting Director,4,neutral,57,5,26,10,5,18,"00:10:25,833","00:10:28,585"
No we-we 're gon na like best friends 's 's gon na weird,Ross,4,neutral,57,7,26,13,5,18,"00:10:40,514","00:10:44,142"
Okay come I ca n't get married I get something old something new something borrowed something blue,Monica,5,negative,58,0,27,0,5,24,"00:20:18,592","00:20:24,805"
Okay right right right Okay Okay 's something 's something blue new,Chandler,3,positive,58,1,27,1,5,24,"00:21:04,763","00:21:11,060"
I-I hurt three huge men I gave guy bloody nose I mean I-I Åf proud I really,Ross,0,negative,59,2,28,2,4,15,"0:19:19,673","0:19:19,821"
And Åf wonderful amazing,Ross,3,positive,59,3,28,3,4,15,"00:19:27,916","00:19:29,917"
I think Åf got concussion,Emily,2,negative,59,4,28,4,4,15,"00:19:30,085","00:19:34,839"
No I Åf serious Thank,Ross,3,positive,59,5,28,5,4,15,"00:19:35,007","00:19:37,592"
You Åf welcome I Åf sorry Did I hurt,Emily,2,negative,59,6,28,6,4,15,"00:19:38,802","00:19:46,142"
It Åf worth pain Y Åf know know It Åf,Ross,5,negative,59,7,28,7,4,15,"00:19:47,728","00:19:50,021"
Wow That Mike thing interesting I n't know 's gon na happen Phoebe David,Monica,6,positive,60,0,29,0,9,23,"00:08:23,586","00:08:31,426"
I Want hint huh `` I '' `` I,Chandler,3,positive,60,1,29,1,9,23,"00:08:26,839","00:08:31,426"
Ok I 'm sensing kind word play pink barely controlled glee,Monica,4,neutral,60,2,29,2,9,23,"00:08:40,228","00:08:43,188"
David going propose Phoebe,Chandler,3,positive,60,3,29,3,9,23,"0:08:44,083","0:08:45,668"
You supposed give people advice,Monica,0,negative,60,6,29,7,9,23,"00:08:57,119","00:08:59,871"
Now could n't made sort inappropriate joke,Monica,0,negative,60,7,29,8,9,23,"00:09:01,541","00:09:04,209"
They 've going weeks Phoebe completely hung Mike,Monica,0,negative,60,9,29,10,9,23,"00:09:09,924","00:09:16,555"
She 'll say `` No '' David 's heart broken hard recover Phoebe end alone,Monica,0,negative,60,10,29,11,9,23,"00:09:16,722","00:09:26,356"
Oh 's want,Ross,4,neutral,61,1,29,13,9,23,"00:30:29,953","00:30:38,126"
This father Paul Stevens Dad Ross Geller,Elizabeth,4,neutral,62,0,30,0,6,21,"00:04:19,342","00:04:23,262"
It-it Åf great meet Paul,Ross,3,positive,62,1,30,1,6,21,"00:04:23,429","00:04:25,847"
I I see,Ross,4,neutral,62,3,30,10,6,21,"0:04:52,844","0:04:55,338"
Umm I think give umm one chance I I change mind,Ross,2,negative,62,4,30,11,6,21,"00:04:55,461","00:05:00,799"
It-it Åf great meet Paul,Ross,3,positive,63,0,30,1,6,21,"00:04:23,429","00:04:25,847"
I usually prefer Elizabeth Åf boyfriends address Mr. Stevens,Paul,4,neutral,63,1,30,2,6,21,"00:04:26,015","00:04:29,476"
Of course course Mr. Stevens,Ross,4,neutral,63,2,30,3,6,21,"00:04:30,812","00:04:33,021"
So Ross problem,Paul,0,negative,63,3,30,4,6,21,"00:04:33,189","00:04:37,901"
Why Åf get girlfriend age,Paul,0,negative,63,5,30,6,6,21,"00:04:41,281","00:04:43,282"
That Åf funny UmmÅc It Åf funny,Ross,2,negative,63,6,30,7,6,21,"00:04:43,992","00:04:52,374"
I I see,Ross,4,neutral,63,9,30,10,6,21,"0:04:52,844","0:04:55,338"
Umm I think give umm one chance I I change mind,Ross,2,negative,63,10,30,11,6,21,"00:04:55,461","00:05:00,799"
Okay I Åf give one chance change mind You got one minute,Paul,0,negative,63,13,30,14,6,21,"00:05:03,594","00:05:09,057"
Okay I Åf give one chance change mind You got one minute,Paul,0,negative,64,0,30,14,6,21,"00:05:03,594","00:05:09,057"
Oh well Åf TV yet,Joey,4,neutral,65,0,31,0,6,22,"00:04:32,563","00:04:35,774"
Well Åf wall yet,The Dry Cleaner,4,neutral,65,1,31,1,6,22,"00:04:35,942","00:04:38,110"
Okay fine I bring tape huh,Joey,4,neutral,65,2,31,2,6,22,"00:04:39,779","00:04:43,865"
Okay fine I bring tape huh,Joey,4,neutral,66,0,31,2,6,22,"00:04:39,779","00:04:43,865"
So umm Matt Lauer Åf clothes Maybe Just ones Åf cleaned yet,Phoebe,4,neutral,66,1,31,3,6,22,"00:04:44,534","00:04:50,372"
Oh yeah I 'm sure And sudden hands n't problem anymore,Phoebe,4,neutral,67,1,32,1,1,12,"00:11:01,202","00:11:14,005"
Oh yeah I 'm sure And sudden hands n't problem anymore,Phoebe,4,neutral,68,0,32,1,1,12,"00:11:01,202","00:11:14,005"
Oh boy scouts could camped,Phoebe,4,neutral,68,2,32,3,1,12,"00:11:19,595","00:11:22,097"
Oh boy scouts could camped,Phoebe,4,neutral,69,0,32,3,1,12,"00:11:19,595","00:11:22,097"
It 's moral obligation friend woman I think 's feminist issue,Ross,0,negative,70,5,32,12,1,12,"00:11:36,779","00:11:43,076"
So gon na,Chandler,6,negative,71,2,32,9,1,12,"0:11:34,652","0:11:35,824"
It 's moral obligation friend woman I think 's feminist issue,Ross,0,negative,71,5,32,12,1,12,"00:11:36,779","00:11:43,076"
Oh yeah tell,Chandler,4,neutral,71,8,32,15,1,12,"00:11:43,244","00:11:45,120"
Oh yeah tell,Chandler,4,neutral,72,0,32,15,1,12,"00:11:43,244","00:11:45,120"
Feminist issue That 's I went,Joey,4,neutral,72,1,32,16,1,12,"00:11:45,287","00:11:46,788"
Feminist issue That 's I went,Joey,4,neutral,73,0,32,16,1,12,"00:11:45,287","00:11:46,788"
She gon na hate,Phoebe,2,negative,73,1,32,17,1,12,"00:11:48,833","00:11:50,083"
It 's moral obligation friend woman I think 's feminist issue,Ross,0,negative,74,4,32,12,1,12,"00:11:36,779","00:11:43,076"
She gon na hate,Phoebe,2,negative,74,7,32,17,1,12,"00:11:48,833","00:11:50,083"
It Åf big night We wanted wish good luck,Joey,3,positive,75,1,33,1,6,24,"00:04:01,741","00:04:03,951"
It Åf big night We wanted wish good luck,Joey,3,positive,76,0,33,1,6,24,"00:04:01,741","00:04:03,951"
Yeah yeah ring,Ross,4,neutral,76,1,33,2,6,24,"00:04:04,118","00:04:06,286"
Yeah yeah ring,Ross,4,neutral,77,0,33,2,6,24,"00:04:04,118","00:04:06,286"
Yeah right pocket Pheebs,Chandler,4,neutral,77,1,33,3,6,24,"00:04:04,118","00:04:13,085"
Okay guys get I want surprise Åf gon na know,Chandler,4,neutral,77,2,33,5,6,24,"00:04:15,713","00:04:19,508"
Yeah-yeah guys Get,Ross,4,neutral,77,3,33,6,6,24,"00:04:19,676","00:04:22,302"
Yeah right pocket Pheebs,Chandler,4,neutral,78,0,33,3,6,24,"00:04:04,118","00:04:13,085"
Okay guys get I want surprise Åf gon na know,Chandler,4,neutral,78,2,33,5,6,24,"00:04:15,713","00:04:19,508"
Yeah-yeah guys Get,Ross,4,neutral,79,0,33,6,6,24,"00:04:19,676","00:04:22,302"
Oh thank What Åf going,Monica,3,positive,80,2,33,9,6,24,"00:04:37,402","00:04:44,616"
Oh thank What Åf going,Monica,3,positive,81,0,33,9,6,24,"00:04:37,402","00:04:44,616"
We Åf reallyÅcvery excited charity event go,Rachel,4,neutral,81,1,33,10,6,24,"00:04:39,570","00:04:44,616"
Okay umm Ross,Rachel,4,neutral,82,0,34,0,5,23,"00:14:24,321","00:14:25,500"
I'm-I 'm really warm I 'm going taking sweater,Rachel,4,neutral,82,1,34,1,5,23,"00:14:24,321","00:14:28,992"
Now I 'm letting know,Rachel,4,neutral,82,2,34,2,5,23,"00:14:29,201","00:14:32,500"
Yep That 's hilarious,Ross,3,positive,82,3,34,3,5,23,"00:14:37,918","00:14:40,086"
I 'm sorry I 'm done I 'm done,Rachel,4,neutral,82,4,34,4,5,23,"00:14:40,921","00:14:42,922"
Y'know last night embarrassing,Ross,4,neutral,82,5,34,5,5,23,"00:14:43,132","00:14:46,259"
No really I mean 've seen naked hundreds times,Rachel,4,neutral,82,6,34,6,5,23,"00:14:46,468","00:14:48,386"
Uh-huh But first rest building,Ross,4,neutral,82,7,34,7,5,23,"00:14:48,386","00:14:49,386"
Okay All right 's true But y'know I n't embarrass easily,Rachel,4,neutral,82,8,34,8,5,23,"00:14:48,596","00:14:51,389"
What You totally get embarrassed,Ross,6,positive,82,9,34,9,5,23,"00:14:51,599","00:14:53,725"
No I n't Ross I think I 'm secure person,Rachel,4,neutral,82,10,34,10,5,23,"00:14:53,934","00:14:58,521"
Hey lady I n't care much want Okay I,Ross,1,negative,82,13,34,13,5,23,"00:15:02,234","00:15:06,029"
I Åf believe,Phoebe,6,positive,83,0,35,0,7,9,"0:21:24,783","0:21:26,494"
I rode bike,Phoebe,3,positive,83,2,35,2,7,9,"0:21:27,676","0:21:28,010"
I never thought I Åf able,Phoebe,3,positive,83,3,35,3,7,9,"0:21:28,120","0:21:30,342"
Oh hey Åf thank thank You Åf one faced fears ultimately overcame,Ross,3,positive,83,5,35,5,7,9,"00:21:31,456","00:21:37,837"
I mean two are-are myÅc I mean I Åf lucky one good,Ross,4,neutral,84,1,36,1,4,22,"00:21:08,892","00:21:15,356"
I got ta go check something,Joey,4,neutral,85,1,36,3,4,22,"00:21:20,821","00:21:23,281"
Okay lot options number prototypes try,Monica,4,neutral,86,0,37,0,7,19,"00:15:41,857","00:15:46,694"
Wow This looks great,Joey,3,positive,86,1,37,1,7,19,"00:15:47,529","00:15:48,905"
Yeah Okay one mushroom cap Umm one made bologna,Monica,3,positive,86,2,37,2,7,19,"00:15:49,073","00:15:53,910"
You kissed another woman,Monica,0,negative,87,0,38,0,8,2,"00:20:20,844","00:20:23,012"
Well I Åf gon na go get water,Ross,4,neutral,88,1,38,3,8,2,"0:20:32,522","0:20:34,983"
No-no I took hotel lobby,Ross,4,neutral,88,2,38,5,8,2,"00:20:37,611","00:20:41,989"
Yeah think charge dirty movie bag Mashuga nuts got another think coming,Ross,0,negative,88,3,38,6,8,2,"00:20:37,611","00:20:45,743"
I Åf looking like month,Ross,6,positive,88,6,38,9,8,2,"00:20:54,002","00:20:57,004"
Well I Åf gon na go get water,Ross,4,neutral,89,0,38,3,8,2,"0:20:32,522","0:20:34,983"
Wait stole people Åf wedding,Phoebe,6,negative,89,1,38,4,8,2,"0:20:34,983","0:20:37,385"
No-no I took hotel lobby,Ross,4,neutral,89,2,38,5,8,2,"00:20:37,611","00:20:41,989"
Yeah think charge dirty movie bag Mashuga nuts got another think coming,Ross,0,negative,89,3,38,6,8,2,"00:20:37,611","00:20:45,743"
I Åf looking like month,Ross,6,positive,89,6,38,9,8,2,"00:20:54,002","00:20:57,004"
Happy Is I Åf supposed Vic Happy,Kate,0,negative,91,0,39,0,3,19,"00:11:00,868","00:11:03,912"
Well Åf tell Åf supposed,Joey,0,negative,91,1,39,1,3,19,"0:11:05,623","0:11:07,515"
Because I sure hell Åf figure,Joey,0,negative,91,3,39,3,3,19,"00:11:08,376","00:11:10,835"
I talk nothin,Joey,0,negative,91,4,39,4,3,19,"00:11:11,003","00:11:13,421"
You look Åf nothin,Joey,0,negative,91,5,39,5,3,19,"0:11:13,589","0:11:15,258"
I think character Åf gon na need little bit reason,Kate,4,neutral,91,8,39,13,3,19,"00:11:43,911","00:11:46,955"
Oh hey one,Joey,4,neutral,91,9,39,14,3,19,"00:11:47,123","00:11:50,375"
Ah Åf says script,Joey,0,negative,91,10,39,15,3,19,"00:11:47,123","00:11:59,467"
Y'know ah I-I Åf know character likes either I mean says script Åf bitch,Joey,0,negative,91,11,39,16,3,19,"00:11:53,295","00:12:02,929"
It Åf say script,Kate,0,negative,91,12,39,17,3,19,"0:12:00,177","0:12:02,529"
Well Åf tell Åf supposed,Joey,0,negative,92,0,39,1,3,19,"0:11:05,623","0:11:07,515"
Because I sure hell Åf figure,Joey,0,negative,92,2,39,3,3,19,"00:11:08,376","00:11:10,835"
I talk nothin,Joey,0,negative,92,3,39,4,3,19,"00:11:11,003","00:11:13,421"
You look Åf nothin,Joey,0,negative,92,4,39,5,3,19,"0:11:13,589","0:11:15,258"
Tasty I Åf really starting feel like guys history Åf s-it Åf nice,The Director,3,positive,92,6,39,7,3,19,"00:11:23,057","00:11:30,021"
Peel onion First Åf good looking,The Director,4,neutral,92,7,39,11,3,19,"00:11:37,279","00:11:43,743"
Oh hey one,Joey,4,neutral,92,9,39,14,3,19,"00:11:47,123","00:11:50,375"
Ah Åf says script,Joey,0,negative,92,10,39,15,3,19,"00:11:47,123","00:11:59,467"
Y'know ah I-I Åf know character likes either I mean says script Åf bitch,Joey,0,negative,92,11,39,16,3,19,"00:11:53,295","00:12:02,929"
Tasty I Åf really starting feel like guys history Åf s-it Åf nice,The Director,3,positive,93,0,39,7,3,19,"00:11:23,057","00:11:30,021"
I question scene,Kate,4,neutral,93,1,39,8,3,19,"0:11:30,189","0:11:31,941"
Well I Åf understand Adrienne Åf attracted Victor,Kate,1,negative,93,3,39,10,3,19,"00:11:32,692","00:11:37,112"
Peel onion First Åf good looking,The Director,4,neutral,93,4,39,11,3,19,"00:11:37,279","00:11:43,743"
Yeah You got ta tell girl tape Such rookie mistake,Joey,0,negative,94,1,40,1,8,4,"00:04:40,405","00:04:43,532"
Yeah You got ta tell girl tape Such rookie mistake,Joey,0,negative,95,0,40,1,8,4,"00:04:40,405","00:04:43,532"
Y Åf know great video camera,Chandler,4,neutral,95,1,40,2,8,4,"0:04:47,996","0:04:50,008"
Let Åf call Åe em,Chandler,4,neutral,95,2,40,5,8,4,"0:04:54,879","0:04:55,020"
Yeah Ask brought friends souvenirs,Joey,3,positive,95,3,40,6,8,4,"00:04:55,169","00:04:57,421"
Y Åf know great video camera,Chandler,4,neutral,96,0,40,2,8,4,"0:04:47,996","0:04:50,008"
Do still wan na call Åe em I wan na call Åe em,Monica,4,neutral,97,1,40,4,8,4,"0:04:52,417","0:04:54,879"
Do still wan na call Åe em I wan na call Åe em,Monica,4,neutral,98,0,40,4,8,4,"0:04:52,417","0:04:54,879"
Let Åf call Åe em,Chandler,4,neutral,98,1,40,5,8,4,"0:04:54,879","0:04:55,020"
Uh sorry wrong number,Monica,2,negative,98,2,40,9,8,4,"0:05:10,977","0:05:12,187"
Hello It Åf deli,Monica,6,negative,98,4,40,11,8,4,"00:05:16,566","00:05:19,609"
Yeah Ask brought friends souvenirs,Joey,3,positive,99,0,40,6,8,4,"00:04:55,169","00:04:57,421"
Hello Eighth street deli,Monica,4,neutral,99,1,40,7,8,4,"00:05:04,095","00:05:06,471"
Hey hang You get food poisoning talkin Åf place,Joey,1,negative,99,2,40,8,8,4,"00:05:06,681","00:05:10,726"
Uh sorry wrong number,Monica,2,negative,99,3,40,9,8,4,"0:05:10,977","0:05:12,187"
Hello It Åf deli,Monica,6,negative,99,4,40,11,8,4,"00:05:16,566","00:05:19,609"
All right I Åf sandwich,Joey,3,positive,99,5,40,12,8,4,"00:05:19,777","00:05:21,945"
I Åf think number Åf right,Monica,5,negative,99,6,40,13,8,4,"00:05:22,864","00:05:24,448"
I Åf think number Åf right,Monica,5,negative,100,0,40,13,8,4,"00:05:22,864","00:05:24,448"
Got ta go I miss I love 's getting real late,Mr. Tribbiani,5,negative,101,0,41,0,1,13,"00:04:41,281","00:04:49,162"
Hey Ma Listen I made appointment Dr. Bazida ... Excuse Did know n't Ma,Joey,6,negative,101,1,41,1,1,13,"00:04:45,493","00:04:56,503"
Her name 's Ronni She 's pet mortician,Mr. Tribbiani,4,neutral,101,2,41,2,1,13,"00:05:05,680","00:05:09,891"
Sure So long,Joey,4,neutral,101,3,41,3,1,13,"00:05:14,147","00:05:18,358"
Remember little kid I used take navy yard show big ships,Mr. Tribbiani,4,neutral,101,4,41,4,1,13,"00:05:20,486","00:05:28,994"
No 's six years,Mr. Tribbiani,4,neutral,101,6,41,6,1,13,"0:05:26,076","0:05:29,058"
I wanted put nice memory head 'd know I n't always terrible guy,Mr. Tribbiani,4,neutral,101,7,41,7,1,13,"00:05:29,203","00:05:34,333"
Then y'have n't You 're burning tomatoes,Mr. Tribbiani,4,neutral,101,11,41,11,1,13,"0:05:44,844","0:05:47,514"
You 're one talk,Joey,1,negative,101,12,41,12,1,13,"0:05:47,514","0:05:47,871"
Joe dad 's love big time And worst part 's two different women,Mr. Tribbiani,4,neutral,101,13,41,13,1,13,"00:05:50,433","00:05:58,648"
Oh man Please tell one 'em Ma,Joey,1,negative,101,14,41,14,1,13,"00:05:55,605","00:05:58,648"
Of course course one 'em 's Ma What 's matter,Mr. Tribbiani,6,negative,101,15,41,15,1,13,"00:05:58,900","00:06:01,818"
Everything Åf gon na right Okay Dick,Chandler,4,neutral,102,0,42,0,3,23,"00:21:57,691","00:22:03,237"
Hello I Guru Saj -- Whoa That Åf supposed duck right Åe Cause otherwise waaay league,Guru Saj,6,negative,102,1,42,1,3,23,"00:22:05,907","00:22:13,456"
Hey Rach work,Monica,4,neutral,103,0,43,0,3,19,"00:21:33,917","00:21:37,211"
Oh great Although I sit Åf chair,Rachel,4,neutral,103,1,43,1,3,19,"00:21:35,752","00:21:40,381"
By way Ross dropped box stuff,Monica,4,neutral,103,2,43,2,3,19,"00:21:41,258","00:21:43,718"
Oh well I guess I one coming,Rachel,4,neutral,103,3,43,3,3,19,"00:21:43,927","00:21:47,221"
I Åf gon na throw Åf probably bunch shampoo,Rachel,4,neutral,103,4,43,4,3,19,"00:21:47,723","00:21:51,392"
And said thing bringing Mesozoic era 21st century,Charlie,4,neutral,104,0,44,0,9,23,"00:18:57,761","00:19:05,560"
Dude I sorry I said,Joey,5,negative,105,0,45,0,4,18,"00:16:58,976","00:17:01,936"
No Åf right ridiculous name,Chandler,1,negative,105,1,45,1,4,18,"00:17:02,104","00:17:05,106"
It Åf bad,Joey,4,neutral,105,2,45,2,4,18,"00:17:05,983","00:17:08,609"
Yes From I first name,Chandler,0,negative,105,3,45,3,4,18,"00:17:09,361","00:17:12,321"
So Åf Bing,Joey,4,neutral,105,4,45,4,4,18,"00:17:13,198","00:17:16,451"
Because apartment back,Monica,3,positive,106,0,46,0,4,19,"00:12:41,177","00:12:42,927"
What Ace high Jack queen king ace,Joey,6,negative,106,1,46,1,4,19,"00:12:43,095","00:12:46,264"
No Ace low Ace two three four,Monica,0,negative,106,2,46,2,4,19,"00:12:46,432","00:12:49,184"
But pick We pick,Monica,3,positive,106,3,46,9,4,19,"00:13:27,223","00:13:28,932"
I Åf know,Monica,2,negative,106,5,46,11,4,19,"0:13:29,767","0:13:30,673"
No Ace low Ace two three four,Monica,0,negative,107,0,46,2,4,19,"00:12:46,432","00:12:49,184"
I Åf know Ooh Ooh Look Ah-ha,Phoebe,6,positive,107,1,46,3,4,19,"00:12:56,942","00:13:04,073"
I Åf know Ooh Ooh Look Ah-ha,Phoebe,6,positive,108,0,46,3,4,19,"00:12:56,942","00:13:04,073"
All right cut let Åf pick pick,Rachel,4,neutral,108,1,46,4,4,19,"0:13:06,577","0:13:08,259"
All right cut let Åf pick pick,Rachel,4,neutral,109,0,46,4,4,19,"0:13:06,577","0:13:08,259"
Come apartment Come apartment Oh I know queen high,Rachel,0,negative,109,2,46,6,4,19,"00:13:11,332","00:13:19,589"
Uh-huh high asÅc It worked King,Joey,6,positive,109,3,46,7,4,19,"00:13:19,757","00:13:23,802"
Uh-huh high asÅc It worked King,Joey,6,positive,110,0,46,7,4,19,"00:13:19,757","00:13:23,802"
Tickets please That Åf courtside baby,Chandler,3,positive,110,2,46,12,4,19,"00:13:32,561","00:13:39,317"
Seriously good game though Good game What mad They get apartment back,Joey,6,negative,110,3,46,13,4,19,"00:13:39,485","00:13:49,619"
But pick We pick,Monica,3,positive,111,1,46,9,4,19,"00:13:27,223","00:13:28,932"
I Åf know,Monica,2,negative,111,2,46,11,4,19,"0:13:29,767","0:13:30,673"
Tickets please That Åf courtside baby,Chandler,3,positive,111,3,46,12,4,19,"00:13:32,561","00:13:39,317"
You know I n't think brought enough stuff Did forget pack baby 's anvil,Chandler,4,neutral,112,0,47,0,2,6,"00:06:09,327","00:06:13,747"
It 's gon na worth,Joey,4,neutral,112,1,47,1,2,6,"00:06:13,956","00:06:15,999"
It 's known fact women love babies right,Joey,4,neutral,112,2,47,2,2,6,"00:06:16,167","00:06:19,252"
Women love guys love babies,Joey,4,neutral,112,3,47,3,2,6,"0:06:19,420","0:06:21,402"
It 's whole sensitive thing,Joey,4,neutral,112,4,47,4,2,6,"0:06:21,402","0:06:22,984"
Quick aim pack babes,Joey,4,neutral,112,5,47,5,2,6,"0:06:23,758","0:06:25,730"
Maybe one break away,Joey,4,neutral,112,6,47,6,2,6,"0:06:25,730","0:06:27,684"
No wait get got one hard left,Joey,3,positive,112,7,47,7,2,6,"00:06:28,346","00:06:31,765"
All right gim baby,Joey,4,neutral,112,8,47,8,2,6,"0:06:31,933","0:06:32,775"
No I got,Chandler,4,neutral,112,9,47,9,2,6,"0:06:32,775","0:06:33,769"
Oh seriously want,Chandler,6,positive,112,10,47,11,2,6,"00:06:35,353","00:06:37,229"
Well n't n't think immodest,Chandler,6,positive,112,12,47,13,2,6,"00:06:43,820","00:06:48,281"
You wan na smell,Joey,4,neutral,112,13,47,14,2,6,"00:06:49,700","00:06:50,784"
Oh yeah He 's got great baby smell Get whiff head,Joey,3,positive,112,14,47,15,2,6,"00:06:55,832","00:06:59,126"
What 'd I tell What 'd I tell,Joey,3,positive,112,15,47,16,2,6,"00:07:04,298","00:07:05,674"
Well great guys,Chandler,4,neutral,112,16,47,17,2,6,"00:07:07,552","00:07:09,928"
I mean technically Åf s-it Åf rules anything frowned upon,Ross,4,neutral,113,1,49,1,6,18,"00:12:58,027","00:13:02,197"
Especially professor ran last night Judgey von Holierthanthou,Ross,0,negative,113,2,49,2,6,18,"00:13:02,364","00:13:06,951"
Well Ross careful You Åf want get reputation Åf know Professor McNailshisstudents,Monica,3,positive,113,3,49,3,6,18,"00:13:10,039","00:13:15,001"
Yeah What-what I,Ross,2,negative,113,4,49,4,6,18,"0:13:17,963","0:13:19,590"
What You Åf going,Monica,6,negative,113,5,49,15,6,18,"0:13:45,616","0:13:47,328"
I mean technically Åf s-it Åf rules anything frowned upon,Ross,4,neutral,114,1,49,1,6,18,"00:12:58,027","00:13:02,197"
Especially professor ran last night Judgey von Holierthanthou,Ross,0,negative,114,2,49,2,6,18,"00:13:02,364","00:13:06,951"
Yeah What-what I,Ross,2,negative,114,3,49,4,6,18,"0:13:17,963","0:13:19,590"
Well Ross seems pretty clear,Joey,4,neutral,114,4,49,5,6,18,"0:13:19,590","0:13:21,456"
I mean Åf important,Joey,4,neutral,114,5,49,6,6,18,"0:13:21,550","0:13:22,677"
What people think feel huh,Joey,4,neutral,114,6,49,7,6,18,"0:13:22,677","0:13:25,161"
Ross got ta follow heart,Joey,4,neutral,114,7,49,8,6,18,"0:13:25,262","0:13:26,534"
