,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID
678,hey doin,Joey,4,119,16
679,hey,Ross,4,120,0
680,hi look um happened earlier,Rachel,5,120,1
681,hey well completely understand stressed,Ross,4,120,2
682,gon na give chance apologise,Rachel,1,120,3
683,letting throw office,Ross,0,120,4
684,yeah well excuse wanting girlfriend anniversary boy as,Ross,0,120,6
685,told time,Rachel,0,120,7
686,yeah well never time mean feel like even girlfriend anymore rachel,Ross,0,120,8
687,wh ross want,Rachel,0,120,9
688,want want quit job feel like girlfriend,Rachel,0,120,10
689,know,Monica,4,121,0
690,ooh tell something,Phoebe,3,121,1
691,tell,Phoebe,4,121,3
692,okay easier tell something could tell,Monica,4,121,4
693,well sure perfect world promised tell swore like god,Phoebe,4,121,5
694,okay ross rachel,Monica,4,121,6
695,joey,Monica,4,121,8
696,chandler sock keep bed,Monica,4,121,10
697,let come back later,Phoebe,4,121,11
698,hi,Richard,3,122,0
699,richard,Monica,3,122,1
700,actually complement chef,Richard,4,122,2
701,oh okay hate people come back complement chef,Monica,4,122,3
702,like nothing better,Monica,4,122,4
703,well great seeing night,Richard,3,122,6
704,oh good see come tell,Monica,4,122,7
705,came tell something else came tell still love,Richard,3,122,8
706,one pregnant woman time please want okay,Joey,1,123,0
707,forcing marry bobby gon na make happen,Rachel,5,123,1
708,maybe well uh kind music numb nut oh forget,Joey,0,123,2
709,okay bobby come let little moment,Rachel,4,123,3
710,come,Joey,3,123,4
711,seriously wrong,Rachel,0,123,5
712,maybe well uh kind music numb nut oh forget,Joey,0,124,0
713,joey scared death,Dina,2,124,1
714,really think gon na need help,Dina,2,124,2
715,bobby gon na whole time,Dina,4,124,3
716,look rachel told much easier made,Dina,0,124,4
717,cause baby sister,Joey,5,124,5
718,big brother,Dina,3,124,6
719,mean favorite guy whole world,Dina,4,124,7
720,even scared tell mom dad,Dina,4,124,8
721,scared telling,Dina,2,124,9
722,well scared right,Joey,2,124,10
723,joey stand thought baby mad,Dina,5,124,11
724,want uncle,Dina,5,124,12
725,baby gon na uncle joey,Dina,5,124,13
726,course gon na uncle joey,Joey,3,124,14
727,gon na right mean even married baby gon na loved u,Dina,3,124,15
728,right uncle,Joey,3,124,16
729,joey scared death,Dina,2,125,0
730,really think gon na need help,Dina,2,125,1
731,bobby gon na whole time,Dina,4,125,2
732,bet answer earlier question gangster rap,Bobby,3,125,3
733,look rachel told much easier made,Dina,0,125,4
734,big brother,Dina,3,125,5
735,mean favorite guy whole world,Dina,4,125,6
736,even scared tell mom dad,Dina,4,125,7
737,scared telling,Dina,2,125,8
738,joey stand thought baby mad,Dina,5,125,9
739,want uncle,Dina,5,125,10
740,baby gon na uncle joey,Dina,5,125,11
741,right uncle,Joey,3,126,0
742,okay bobby come let little moment,Rachel,4,127,1
743,really nice time tonight,Danny,3,128,0
744,really glad monica asked u,Rachel,3,128,1
745,love ask uh sister visiting think asleep couch,Danny,4,128,2
746,sister sister asleep couch ohhh saw,Rachel,6,128,3
747,oh hey great rachel sister krista krista rachel,Danny,4,128,4
748,hi,Rachel,3,128,5
749,dead gon na get,Danny,3,128,6
750,uh nice meeting,Rachel,4,128,7
751,hi,Rachel,3,129,0
752,nice meet wish told company fix,Krista,6,129,1
753,nice meet wish told company fix,Krista,6,130,0
754,like would help,Danny,4,130,1
755,bad,Krista,3,130,2
756,dead gon na get,Danny,3,130,9
757,oh god victoria secret model something something goodacre,Chandler,6,131,0
758,hi mom jill,Jill,4,131,1
759,right jill jill goodacre oh god trapped atm vestibule jill goodacre,Chandler,6,131,2
760,yeah fine stuck bank atm vestibule,Jill,4,131,3
761,jill say vestibule going vestibule,Chandler,4,131,4
762,fine alone know guy,Jill,4,131,5
763,oh guy guy jill saw guy last night yes,Chandler,3,131,6
764,personal shopping like walk around snooty rich people tell buy,Phoebe,4,132,0
765,sound great,Phoebe,6,132,2
766,sound great,Phoebe,6,133,0
767,hey,Joey,4,133,1
768,hey,Joey,4,134,0
769,umm excuse switched apartment eat food anymore gravy train ended,Monica,0,134,1
770,gravy,Joey,6,134,2
771,big apartment deal people coming time,Monica,4,134,3
772,fridge got stocked okay department,Monica,4,134,4
773,think left donut,Joey,4,134,6
774,oh excuse forgot briefcase accident,Stevens,4,135,0
775,course,Doug,3,135,1
776,forgot something else ya bastard,Doug,3,135,2
777,well,Doug,4,135,3
778,feeling left anything ya,Doug,4,135,4
779,course,Doug,3,136,0
780,forgot something else ya bastard,Doug,3,136,1
781,well,Doug,4,136,2
782,feeling left anything ya,Doug,4,136,3
783,ridiculous,Chandler,5,136,4
784,everybody else got one want one,Doug,3,136,5
785,yes,Chandler,5,136,6
786,get,Doug,3,136,7
787,hey bob,Chandler,4,137,0
788,hey pal toby today,Bob,3,137,1
789,see ask,Chandler,4,137,2
790,toby,Bob,3,137,3
791,yeah,Chandler,3,137,4
792,yeah,Chandler,3,138,0
793,oh know,Mr. Franklin,4,138,1
794,name basis,Chandler,4,138,2
795,think adding team,Mr. Franklin,4,138,3
796,bob ooh working u everyday yeah know take,Chandler,6,138,4
797,really love six,Mr. Franklin,6,138,5
798,eleven almost twice hard,Chandler,4,138,6
799,hey guess got wedding,Ross,3,139,0
800,freakish thin date hanger head,Chandler,4,139,1
801,rachel hooked tux tux batman tux,Ross,3,139,2
802,right made expressly val kilmer worn hit batman film,Ross,3,139,4
803,wear wearing famous tux james bond tux,Chandler,0,139,5
804,wear make mine le special,Chandler,5,139,7
805,sorry like idea say thinking yeah,Chandler,0,140,0
806,well still problem,Monica,4,140,1
807,yeah,Chandler,4,140,2
808,yeah,Chandler,4,141,0
809,idea,Phoebe,0,141,2
810,guy thank much neither marrying u,Chandler,4,141,3
811,well trying find someone perform wedding either boring annoying know stop staring lady,Monica,4,142,1
812,oo one u,Phoebe,3,142,2
813,phoebe getting,Monica,4,142,3
814,uh real thing anyone get ordained internet perform like wedding stuff,Phoebe,3,142,4
815,uh real thing anyone get ordained internet perform like wedding stuff,Phoebe,3,143,0
816,call,Joey,3,143,1
817,idea,Phoebe,0,143,2
818,guy thank much neither marrying u,Chandler,4,144,0
819,calling mean anything anymore,Joey,0,144,1
820,going legitimate member clergy say legitimate mean gay control saliva,Chandler,4,144,2
821,see see big passion future,Ross,3,145,0
822,really,Rachel,6,145,1
823,oh ross great playfully rub head get,Rachel,3,145,3
824,supposed good thing forget,Phoebe,4,146,0
825,listen monica know okay know sleep like month got like dot ink one sofa cushion,Phoebe,4,146,1
826,well coulda turned cushion,Monica,4,146,2
827,yeah would except big spaghetti stain side,Phoebe,4,146,3
828,okay talking need live land people spill,Phoebe,4,146,5
829,spill sink,Monica,4,146,6
830,aw honey fault love want u friend keep living see happening,Phoebe,5,146,7
831,love,Monica,3,146,8
832,aww good,Phoebe,3,146,9
833,said,Monica,5,146,10
834,wondering cushion,Phoebe,4,146,11
835,oh god serious,Rachel,6,147,0
836,would love live ross great thank,Rachel,3,147,2
837,well glad could know help,Ross,4,147,3
838,idea mean,Rachel,3,147,4
839,mean mean gon na homeless,Rachel,5,147,5
840,saved,Rachel,3,147,6
841,hero,Rachel,3,147,7
842,hero uh know well right,Ross,4,147,8
843,oh go tell monica wonderful brother,Rachel,3,147,9
844,oh please gon na say thing ya,Ross,3,147,10
845,oh please gon na say thing ya,Ross,3,148,0
846,tell exact thing happened roommate denise,Phoebe,4,148,3
847,moved guy secretly married said love really blew,Phoebe,0,148,4
848,dammit hire girl okay everybody ready,Director,0,149,0
849,uh listen wan na thank great opportunity,Joey,3,149,1
850,lose robe,Director,4,149,2
851,great,Chandler,3,150,0
852,well gon na get another espresso get another latte,Chandler,4,150,1
853,still working mine,Janice,4,150,2
854,great,Chandler,3,151,0
855,well gon na get another espresso get another latte,Chandler,4,151,1
856,yeah really hard,Phoebe,5,151,3
857,oh yeah hug looked pretty brutal,Chandler,4,151,4
858,ok,Phoebe,0,151,5
859,wow ah pretty nice,Tony,3,152,0
860,pretty nice,Joey,4,152,1
861,pretty nice,Joey,4,153,0
862,pardon roommate wanted marry,Chandler,4,153,1
863,pardon roommate wanted marry,Chandler,4,154,0
864,buck would willing trade got canoe,Tony,4,154,1
865,really think need canoe,Chandler,4,154,2
866,got ta take canoe,Tony,0,154,3
867,right take entertainment center get home throw canoe away,Chandler,4,154,4
868,right take entertainment center get home throw canoe away,Chandler,4,155,0
869,throwing away built canoe,Peter,0,155,1
870,throwing away built canoe,Peter,0,156,0
871,good,Joey,0,156,1
872,pheebs,Rachel,4,157,0
873,yeah,Phoebe,4,157,1
874,okay guess wait hi need one fake ticket yemen,Chandler,4,158,0
875,one ticket yemen,Ticket Counter Attendant,6,158,1
876,oh need pretend ticket,Chandler,4,158,2
877,sorry sir understand,Ticket Counter Attendant,6,158,3
878,would give kid wanted ticket play,Chandler,4,158,4
879,travelling child,Ticket Counter Attendant,4,158,5
880,right know gon na think handing credit card really gon na hand library card,Chandler,4,158,7
881,okay last time,Chandler,4,159,0
882,chick chick everywhere chickeeeen,Chandler,3,159,2
883,hey,Joey,4,159,3
884,hey,Chandler,4,159,4
885,well yeah think,Joey,4,159,7
886,know tell ever went back quickly,Chandler,4,159,8
887,well anyway got go change ah meeting cast drink,Joey,4,159,9
888,excuse,Chandler,6,159,10
889,okay good go go vince,Joey,3,160,0
890,yeah jason really sensitive,Phoebe,4,160,1
891,yeah,Phoebe,4,160,2
892,oh sure go sissy,Joey,1,160,3
893,jason sissy,Phoebe,0,160,4
894,oh meant chandler,Joey,0,160,5
895,yeah jason really sensitive,Phoebe,4,161,0
896,well sensitive important pick,Chandler,4,161,1
897,yeah,Phoebe,4,161,2
898,uh apparently people familiar europe story,Rachel,4,162,0
899,yeah,Ross,4,162,1
900,listen whole uh came thing really matter,Ross,4,162,2
901,mean think would happened either way,Ross,4,162,3
902,mean initiated know would,Ross,4,162,4
903,amazing night,Rachel,3,162,5
904,amazing night,Ross,3,162,6
905,think looked amazing,Rachel,5,162,7
906,name yet,Dr. Long,4,163,0
907,yet,Rachel,4,163,1
908,fine call baby girl green,Dr. Long,4,163,2
909,oh baby girl,Rachel,4,163,3
910,hello baby girl,Rachel,3,163,4
911,nowhere run,Ross,3,164,0
912,like sitting gon na,Rachel,0,164,1
913,danger,Ross,2,164,2
914,oh god jumping woman,Rachel,6,164,3
915,like sitting gon na,Rachel,0,165,0
916,rachel got first,Phoebe,0,165,1
917,ross,Phoebe,4,165,2
918,rachel got first,Phoebe,0,166,0
919,ross,Phoebe,4,166,1
920,danger,Ross,2,166,2
921,right worry,Joey,4,167,0
922,oh look gon na leave stain,Rachel,1,167,1
923,rach hey fine joey,Joey,3,167,2
924,really,Rachel,6,167,3
925,yeah look,Joey,4,167,4
926,never lived like,Rachel,1,167,5
927,know,Joey,4,167,6
928,right waste mean still food,Joey,4,167,7
929,hey joey bed olivia lost virginity,Rachel,4,168,0
930,know one extra sure hey listen rach thanks coming watch scene,Joey,3,168,1
931,oh please honey fact want support oh god christian sander,Rachel,6,168,2
932,also,Joey,4,168,3
933,oh head done pretty,Rachel,4,168,4
934,well christmas party santa definitely gay stuff,Joey,4,168,5
935,ok got promise never ever tell ross told,Joey,4,169,0
936,planning birthday party,Joey,4,169,2
937,oh god love,Monica,3,169,3
938,better act surprised,Joey,2,169,4
939,better act surprised,Joey,2,170,0
940,well tell,Phoebe,4,170,2
941,hey look ross thing,Joey,4,170,3
942,typical always last one know everything,Phoebe,0,170,4
943,last one know chandler got bitten peacock zoo,Phoebe,0,170,6
944,last one know crush joey moving,Phoebe,0,170,7
945,look like second last,Phoebe,6,170,8
946,surprise party,Monica,3,171,1
947,surprise party,Phoebe,6,171,2
948,oh stop joey already told,Monica,3,171,3
949,well tell,Phoebe,4,171,4
950,typical always last one know everything,Phoebe,0,171,5
951,tell stuff,Monica,4,171,6
952,last one know chandler got bitten peacock zoo,Phoebe,0,171,8
953,last one know crush joey moving,Phoebe,0,171,9
954,look like second last,Phoebe,6,171,10
955,chandler still gotten rsvp dad,Monica,4,172,0
956,oh right umm maybe send invitation,Chandler,4,172,1
957,chandler father wedding,Monica,0,172,2
958,even know man okay close seen year,Chandler,1,172,3
959,well gon na find even asked,Monica,5,172,4
960,like run circle,Chandler,4,172,5
961,hang guy star drag show vega,Chandler,1,172,6
962,nobody gon na staring bride father groom wearing dress,Chandler,1,172,7
963,long wearing white dress veil care,Monica,4,172,8
964,like run circle,Chandler,4,173,0
965,hang guy star drag show vega,Chandler,1,173,1
966,ooh think wan na trade circle,Phoebe,4,173,2
967,nobody gon na staring bride father groom wearing dress,Chandler,1,173,3
968,long wearing white dress veil care,Monica,4,174,0
969,okay think need shopping,Phoebe,4,174,1
970,hello,Charlton Heston,4,175,0
971,ya doin,Joey,4,175,1
972,hell,Charlton Heston,0,175,2
973,guess believe said kurt douglas huh,Joey,4,175,3
974,rachel get see u,Monica,2,176,0
975,yeah groom see bride,Phoebe,0,176,1
976,yeah groom see bride,Phoebe,0,177,0
977,gon na marry chandler,Rachel,0,177,1
978,okay guy relax doooo,Rachel,4,177,3
979,okay guy relax doooo,Rachel,4,178,0
980,got ta go,Joshua,4,178,1
981,oh wait joshua joshua yeah well oughta,Rachel,5,178,2
982,sorry late left late,Rachel,4,179,0
983,okay,Phoebe,4,179,1
984,pheebs book,Rachel,4,179,2
985,thought said read high school,Phoebe,4,179,3
986,well yeah remembered started pep rally top pyramid anyway umm book,Rachel,4,179,4
987,excuse bum one,Rachel,4,180,0
988,okay okay okay funny,Rachel,4,180,1
989,thought smoke,Nancy,6,180,2
990,oh thought guy meant marijuana cigarette,Rachel,4,180,3
991,mean like dubbies,Rachel,4,180,4
992,actually thought wow guy crazy,Rachel,6,180,5
993,actually smoke regular one time,Rachel,4,180,6
994,excuse bum one,Rachel,4,181,0
995,okay okay okay funny,Rachel,4,181,1
996,oh thought guy meant marijuana cigarette,Rachel,4,181,2
997,mean like dubbies,Rachel,4,181,3
998,actually thought wow guy crazy,Rachel,6,181,4
999,actually smoke regular one time,Rachel,4,181,5
1000,get high,Kim,4,181,6
1001,oh,Rachel,4,181,7
1002,kidding,Kim,4,181,8
1003,oh,Rachel,3,181,9
1004,oh sure ok,Rachel,5,182,0
1005,yeah,Ross,4,182,1
1006,still hurt,Rachel,5,182,2
1007,yeah,Ross,5,182,3
1008,yeah,Ross,5,183,0
1009,neat idea clothes match gon na,Phoebe,3,183,1
1010,neat idea clothes match gon na,Phoebe,3,184,0
1011,hi,Monica,4,184,1
1012,hey go,Phoebe,4,184,2
1013,hey go,Phoebe,4,185,0
1014,excellent,Joey,3,185,1
1015,excellent,Joey,3,186,0
1016,ripped couple apart kept piece,Monica,3,186,1
1017,ripped couple apart kept piece,Monica,3,187,0
1018,beautiful story hey fine way,Ross,3,187,1
1019,know right,Phoebe,4,188,0
1020,good pheebs,Rachel,3,188,1
1021,ok,Phoebe,4,188,2
1022,okay guy microphone mean,Phoebe,4,188,3
1023,suck know stay night went stupid sleep clinic tired,Joey,0,189,0
1024,hi,Rachel,3,190,1
1025,handling,Rachel,4,190,2
1026,mean handling,Rachel,3,190,3
1027,nothing handle,Rachel,3,190,4
1028,maybe would problem joshua,Rachel,4,190,5
1029,know gon na get married anyway,Rachel,0,190,6
1030,come,Rachel,0,190,8
1031,rushed thing fast ridiculous,Rachel,1,190,9
1032,somewhere along way one gon na realise done call whole thing,Rachel,4,190,10
1033,telling ya gon na dancing wedding dancing,Rachel,3,190,11
1034,hi,Rachel,3,191,0
1035,yeah rach think handling really well,Joey,4,191,1
1036,handling,Rachel,4,191,2
1037,mean handling,Rachel,3,191,3
1038,nothing handle,Rachel,3,191,4
1039,maybe would problem joshua,Rachel,4,191,5
1040,know gon na get married anyway,Rachel,0,191,6
1041,come,Rachel,0,191,7
1042,rushed thing fast ridiculous,Rachel,1,191,8
1043,somewhere along way one gon na realise done call whole thing,Rachel,4,191,9
1044,telling ya gon na dancing wedding dancing,Rachel,3,191,10
1045,right nuclear holocaust last man earth would go,Chandler,4,192,0
1046,enhh,Monica,4,192,1
1047,got canned good,Chandler,4,192,2
1048,got canned good,Chandler,4,193,0
1049,hey guy take look check baby dug hole,Joey,6,193,1
1050,excellent hole joe,Chandler,4,193,2
1051,oh hole,Joey,6,193,3
1052,oh hole,Joey,6,194,0
1053,ow ow,Monica,1,194,1
1054,drinking,Rachel,4,195,0
1055,oh must said left,Joanna,4,195,1
1056,said exactly,Rachel,2,195,2
1057,enjoyed occasional binge,Joanna,4,195,3
1058,oh god ohh leaving horrible person,Rachel,1,195,4
1059,gon na get sensitive,Joanna,0,195,6
1060,want lose,Joanna,5,195,7
1061,create position,Joanna,4,195,8
1062,make assistant buyer department,Joanna,4,195,9
1063,say thing like,Rachel,3,195,10
1064,office raise effective tomorrow,Joanna,3,195,11
1065,need expense account,Rachel,4,195,12
1066,done,Joanna,3,195,13
1067,assistant,Rachel,4,195,14
1068,sophie get,Joanna,3,195,15
1069,monica gon na proud got u date two unbelievably cute nurse,Rachel,3,196,0
1070,oh,Joey,6,196,1
1071,male nurse,Rachel,4,196,2
1072,head,Joey,4,196,3
1073,anyway want take u saturday night say,Rachel,3,196,4
1074,talking,Rachel,6,196,6
1075,one telling get ross move,Rachel,0,196,7
1076,moving moving,Rachel,4,196,8
1077,come give one good reason wan na go,Rachel,4,196,9
1078,okay coming also told still get go cafeteria,Rachel,4,196,10
1079,yep always room,Joey,4,196,11
1080,joey make,Rachel,4,196,12
1081,oh easy yeah anything watch uh grandma chicken salad,Joey,4,196,13
1082,anyway want take u saturday night say,Rachel,3,197,0
1083,umm umm umm think,Monica,3,197,1
1084,talking,Rachel,6,197,3
1085,one telling get ross move,Rachel,0,197,4
1086,moving moving,Rachel,4,197,5
1087,come give one good reason wan na go,Rachel,4,197,6
1088,umm give,Monica,4,197,7
1089,harder sound,Monica,4,197,9
1090,okay coming also told still get go cafeteria,Rachel,4,197,10
1091,okay let bring,Monica,4,198,0
1092,wait honey honey throw throw,Rachel,4,198,1
1093,wait honey honey throw throw,Rachel,4,199,0
1094,go,Ross,4,199,1
1095,almost hit face,Rachel,0,199,2
1096,hey,Chandler,3,200,0
1097,hey,Monica,3,200,1
1098,know really glad decided sleep together wedding,Chandler,3,200,2
1099,oh boy,Monica,3,200,3
1100,know thinking big fight uh broke hour,Chandler,4,200,4
1101,yeah,Monica,2,200,5
1102,technically could sex think bossy domineering,Chandler,4,200,6
1103,wedding sloppy immature,Monica,0,200,7
1104,come,Chandler,3,200,8
1105,okay wait cousin cassie guest room supposed lunch,Monica,4,200,9
1106,well get rid obsessive shrill,Chandler,4,200,10
1107,shrill wedding back,Monica,0,200,11
1108,chandler,Monica,0,200,12
1109,right,Chandler,4,200,13
1110,shrill wedding back,Monica,0,201,0
1111,thought heard voice must chandler,Cassie,4,201,1
